Wavelength (nm),Absorbance,Title,Time
190,0.176,bod15_17jun,6/18/2014 2:22:28 PM
191,-0.22,,
192,-0.211,,
193,-0.182,,
194,-0.092,,
195,-0.201,,
196,-0.365,,
197,-0.151,,
198,-0.054,,
199,0.109,,
200,0.29,,
201,0.501,,
202,0.369,,
203,0.195,,
204,0.191,,
205,0.244,,
206,0.349,,
207,0.077,,
208,0.108,,
209,0.045,,
210,-0.02,,
211,0.212,,
212,0.114,,
213,0.337,,
214,0.438,,
215,0.277,,
216,0.273,,
217,0.094,,
218,0.17,,
219,0.209,,
220,0.189,,
221,0.22,,
222,0.204,,
223,0.19,,
224,0.192,,
225,0.194,,
226,0.187,,
227,0.183,,
228,0.182,,
229,0.18,,
230,0.174,,
231,0.168,,
232,0.162,,
233,0.158,,
234,0.154,,
235,0.147,,
236,0.144,,
237,0.141,,
238,0.14,,
239,0.139,,
240,0.135,,
241,0.134,,
242,0.133,,
243,0.133,,
244,0.131,,
245,0.128,,
246,0.127,,
247,0.127,,
248,0.126,,
249,0.123,,
250,0.121,,
251,0.12,,
252,0.12,,
253,0.12,,
254,0.119,,
255,0.118,,
256,0.117,,
257,0.116,,
258,0.116,,
259,0.116,,
260,0.116,,
261,0.114,,
262,0.111,,
263,0.11,,
264,0.109,,
265,0.109,,
266,0.107,,
267,0.106,,
268,0.105,,
269,0.104,,
270,0.102,,
271,0.101,,
272,0.1,,
273,0.098,,
274,0.096,,
275,0.095,,
276,0.094,,
277,0.094,,
278,0.093,,
279,0.092,,
280,0.09,,
281,0.088,,
282,0.086,,
283,0.084,,
284,0.082,,
285,0.082,,
286,0.082,,
287,0.081,,
288,0.08,,
289,0.078,,
290,0.077,,
291,0.075,,
292,0.074,,
293,0.072,,
294,0.072,,
295,0.072,,
296,0.073,,
297,0.073,,
298,0.071,,
299,0.068,,
300,0.066,,
301,0.064,,
302,0.064,,
303,0.064,,
304,0.063,,
305,0.062,,
306,0.062,,
307,0.061,,
308,0.059,,
309,0.059,,
310,0.058,,
311,0.057,,
312,0.056,,
313,0.054,,
314,0.054,,
315,0.053,,
316,0.054,,
317,0.054,,
318,0.053,,
319,0.052,,
320,0.051,,
321,0.052,,
322,0.051,,
323,0.05,,
324,0.049,,
325,0.047,,
326,0.046,,
327,0.045,,
328,0.045,,
329,0.044,,
330,0.044,,
331,0.043,,
332,0.042,,
333,0.042,,
334,0.041,,
335,0.04,,
336,0.039,,
337,0.038,,
338,0.038,,
339,0.038,,
340,0.038,,
341,0.037,,
342,0.036,,
343,0.036,,
344,0.036,,
345,0.036,,
346,0.035,,
347,0.034,,
348,0.033,,
349,0.033,,
350,0.033,,
351,0.032,,
352,0.032,,
353,0.032,,
354,0.031,,
355,0.03,,
356,0.029,,
357,0.029,,
358,0.03,,
359,0.03,,
360,0.03,,
361,0.029,,
362,0.028,,
363,0.028,,
364,0.027,,
365,0.026,,
366,0.026,,
367,0.026,,
