Wavelength (nm),Absorbance,Title,Time
190,-0.071,bod7_24jun2014,6/25/2014 3:26:28 PM
191,-0.001,,
192,0.168,,
193,-0.064,,
194,-0.276,,
195,-0.342,,
196,-0.303,,
197,-0.116,,
198,-0.261,,
199,-0.158,,
200,-0.125,,
201,0.029,,
202,0.245,,
203,0.235,,
204,-0.178,,
205,-0.476,,
206,-0.494,,
207,-0.21,,
208,-0.038,,
209,-0.108,,
210,-0.078,,
211,0.078,,
212,0.227,,
213,0.021,,
214,0.07,,
215,0.029,,
216,0.168,,
217,0.237,,
218,0.115,,
219,0.127,,
220,0.123,,
221,0.127,,
222,0.151,,
223,0.16,,
224,0.165,,
225,0.169,,
226,0.169,,
227,0.169,,
228,0.17,,
229,0.166,,
230,0.161,,
231,0.154,,
232,0.148,,
233,0.147,,
234,0.144,,
235,0.143,,
236,0.142,,
237,0.139,,
238,0.135,,
239,0.131,,
240,0.13,,
241,0.132,,
242,0.132,,
243,0.129,,
244,0.128,,
245,0.126,,
246,0.128,,
247,0.129,,
248,0.127,,
249,0.125,,
250,0.122,,
251,0.121,,
252,0.119,,
253,0.118,,
254,0.117,,
255,0.116,,
256,0.116,,
257,0.116,,
258,0.116,,
259,0.116,,
260,0.114,,
261,0.113,,
262,0.111,,
263,0.11,,
264,0.11,,
265,0.108,,
266,0.108,,
267,0.106,,
268,0.104,,
269,0.103,,
270,0.102,,
271,0.101,,
272,0.1,,
273,0.1,,
274,0.1,,
275,0.099,,
276,0.097,,
277,0.096,,
278,0.094,,
279,0.093,,
280,0.091,,
281,0.09,,
282,0.089,,
283,0.086,,
284,0.086,,
285,0.085,,
286,0.084,,
287,0.083,,
288,0.083,,
289,0.082,,
290,0.08,,
291,0.079,,
292,0.077,,
293,0.076,,
294,0.077,,
295,0.077,,
296,0.077,,
297,0.075,,
298,0.073,,
299,0.072,,
300,0.071,,
301,0.069,,
302,0.068,,
303,0.067,,
304,0.067,,
305,0.067,,
306,0.066,,
307,0.066,,
308,0.065,,
309,0.064,,
310,0.064,,
311,0.062,,
312,0.063,,
313,0.063,,
314,0.061,,
315,0.059,,
316,0.059,,
317,0.058,,
318,0.058,,
319,0.058,,
320,0.057,,
321,0.056,,
322,0.054,,
323,0.055,,
324,0.054,,
325,0.053,,
326,0.052,,
327,0.051,,
328,0.051,,
329,0.051,,
330,0.051,,
331,0.05,,
332,0.049,,
333,0.048,,
334,0.048,,
335,0.048,,
336,0.047,,
337,0.046,,
338,0.045,,
339,0.044,,
340,0.044,,
341,0.045,,
342,0.044,,
343,0.044,,
344,0.043,,
345,0.043,,
346,0.042,,
347,0.041,,
348,0.04,,
349,0.04,,
350,0.041,,
351,0.04,,
352,0.039,,
353,0.038,,
354,0.038,,
355,0.037,,
356,0.037,,
357,0.037,,
358,0.037,,
359,0.038,,
360,0.036,,
361,0.035,,
362,0.035,,
363,0.036,,
364,0.035,,
365,0.033,,
366,0.033,,
367,0.033,,
368,0.033,,
369,0.033,,
370,0.032,,
371,0.032,,
372,0.031,,
373,0.031,,
374,0.031,,
375,0.029,,
376,0.029,,
377,0.029,,
378,0.029,,
379,0.029,,
380,0.027,,
381,0.028,,
382,0.027,,
383,0.028,,
384,0.029,,
385,0.028,,
386,0.027,,
387,0.026,,
388,0.027,,
389,0.026,,
390,0.025,,
391,0.025,,
392,0.025,,
393,0.025,,
394,0.024,,
395,0.024,,
396,0.024,,
397,0.023,,
398,0.024,,
399,0.022,,
400,0.022,,
401,0.022,,
402,0.023,,
403,0.023,,
404,0.022,,
405,0.022,,
406,0.022,,
407,0.022,,
408,0.021,,
409,0.02,,
410,0.02,,
411,0.021,,
412,0.021,,
413,0.021,,
414,0.021,,
415,0.02,,
