Wavelength (nm),Absorbance,Title,Time
190,0.01,rep_waterN_24jun2014,6/25/2014 3:41:19 PM
191,0.012,,
192,-0.025,,
193,-0.385,,
194,-0.319,,
195,-0.269,,
196,-0.014,,
197,-0.184,,
198,-0.43,,
199,-0.192,,
200,-0.138,,
201,0.406,,
202,0.392,,
203,0.428,,
204,-0.094,,
205,-0.444,,
206,-0.39,,
207,-0.353,,
208,-0.022,,
209,0.067,,
210,0.326,,
211,0.427,,
212,0.311,,
213,0.062,,
214,0.015,,
215,0.112,,
216,0.388,,
217,0.436,,
218,0.321,,
219,0.237,,
220,0.264,,
221,0.237,,
222,0.219,,
223,0.237,,
224,0.233,,
225,0.234,,
226,0.225,,
227,0.223,,
228,0.22,,
229,0.214,,
230,0.204,,
231,0.192,,
232,0.181,,
233,0.176,,
234,0.171,,
235,0.166,,
236,0.159,,
237,0.153,,
238,0.149,,
239,0.143,,
240,0.139,,
241,0.139,,
242,0.139,,
243,0.134,,
244,0.131,,
245,0.128,,
246,0.129,,
247,0.129,,
248,0.126,,
249,0.124,,
250,0.12,,
251,0.119,,
252,0.118,,
253,0.117,,
254,0.115,,
255,0.114,,
256,0.113,,
257,0.112,,
258,0.112,,
259,0.113,,
260,0.111,,
261,0.109,,
262,0.108,,
263,0.107,,
264,0.106,,
265,0.105,,
266,0.104,,
267,0.102,,
268,0.1,,
269,0.098,,
270,0.097,,
271,0.095,,
272,0.095,,
273,0.094,,
274,0.094,,
275,0.093,,
276,0.091,,
277,0.09,,
278,0.088,,
279,0.086,,
280,0.084,,
281,0.083,,
282,0.082,,
283,0.08,,
284,0.079,,
285,0.078,,
286,0.076,,
287,0.075,,
288,0.074,,
289,0.074,,
290,0.072,,
291,0.071,,
292,0.068,,
293,0.067,,
294,0.067,,
295,0.068,,
296,0.067,,
297,0.065,,
298,0.063,,
299,0.062,,
300,0.06,,
301,0.058,,
302,0.057,,
303,0.057,,
304,0.056,,
305,0.056,,
306,0.055,,
307,0.054,,
308,0.054,,
309,0.053,,
310,0.052,,
311,0.05,,
312,0.05,,
313,0.051,,
314,0.049,,
315,0.047,,
316,0.047,,
317,0.046,,
318,0.047,,
319,0.046,,
320,0.045,,
321,0.044,,
322,0.043,,
323,0.043,,
324,0.042,,
325,0.042,,
326,0.04,,
327,0.039,,
328,0.038,,
329,0.038,,
330,0.038,,
331,0.037,,
332,0.036,,
333,0.035,,
334,0.035,,
335,0.035,,
336,0.035,,
337,0.034,,
338,0.033,,
339,0.031,,
340,0.031,,
341,0.032,,
342,0.032,,
343,0.032,,
344,0.031,,
345,0.031,,
346,0.029,,
347,0.028,,
348,0.028,,
349,0.028,,
350,0.028,,
351,0.027,,
352,0.026,,
353,0.025,,
354,0.026,,
355,0.025,,
356,0.025,,
357,0.025,,
358,0.025,,
359,0.026,,
360,0.024,,
361,0.023,,
362,0.023,,
363,0.023,,
364,0.023,,
365,0.022,,
366,0.022,,
367,0.021,,
368,0.02,,
369,0.02,,
370,0.02,,
371,0.02,,
372,0.019,,
373,0.019,,
374,0.018,,
375,0.018,,
376,0.018,,
377,0.017,,
378,0.017,,
379,0.017,,
380,0.016,,
381,0.016,,
382,0.016,,
383,0.017,,
384,0.017,,
385,0.016,,
386,0.015,,
387,0.015,,
388,0.015,,
389,0.015,,
390,0.014,,
391,0.014,,
392,0.014,,
393,0.014,,
394,0.014,,
395,0.014,,
396,0.013,,
397,0.012,,
398,0.012,,
399,0.011,,
400,0.011,,
401,0.011,,
402,0.012,,
403,0.012,,
404,0.012,,
405,0.012,,
406,0.012,,
407,0.012,,
408,0.011,,
409,0.01,,
410,0.01,,
411,0.011,,
412,0.011,,
413,0.012,,
414,0.011,,
415,0.011,,
416,0.01,,
417,0.009,,
418,0.008,,
419,0.008,,
420,0.009,,
421,0.009,,
422,0.009,,
423,0.009,,
424,0.009,,
425,0.009,,
426,0.009,,
427,0.009,,
428,0.008,,
429,0.008,,
430,0.008,,
431,0.008,,
432,0.008,,
433,0.007,,
434,0.008,,
435,0.008,,
436,0.008,,
437,0.007,,
438,0.007,,
439,0.007,,
440,0.007,,
441,0.008,,
442,0.008,,
443,0.007,,
444,0.007,,
445,0.007,,
446,0.008,,
447,0.008,,
448,0.007,,
449,0.007,,
450,0.006,,
451,0.005,,
452,0.005,,
453,0.006,,
454,0.007,,
455,0.007,,
456,0.007,,
457,0.007,,
458,0.008,,
459,0.007,,
460,0.006,,
461,0.006,,
462,0.006,,
463,0.007,,
464,0.007,,
465,0.007,,
466,0.008,,
467,0.008,,
468,0.006,,
469,0.006,,
470,0.005,,
471,0.005,,
472,0.005,,
473,0.005,,
474,0.006,,
475,0.006,,
476,0.006,,
477,0.005,,
478,0.005,,
479,0.005,,
480,0.005,,
481,0.005,,
482,0.006,,
483,0.005,,
484,0.005,,
485,0.005,,
486,0.005,,
487,0.005,,
488,0.005,,
489,0.006,,
490,0.005,,
491,0.005,,
492,0.005,,
493,0.004,,
494,0.004,,
495,0.003,,
496,0.004,,
497,0.004,,
498,0.004,,
499,0.005,,
500,0.004,,
501,0.004,,
502,0.003,,
503,0.002,,
504,0.002,,
505,0.002,,
506,0.003,,
507,0.004,,
508,0.004,,
509,0.005,,
510,0.005,,
511,0.006,,
512,0.006,,
513,0.005,,
514,0.005,,
515,0.003,,
516,0.002,,
517,0.003,,
518,0.003,,
519,0.004,,
520,0.003,,
521,0.003,,
522,0.002,,
523,0.003,,
524,0.003,,
525,0.003,,
526,0.003,,
527,0.003,,
528,0.004,,
529,0.005,,
530,0.004,,
531,0.004,,
532,0.004,,
533,0.004,,
534,0.004,,
535,0.004,,
536,0.004,,
537,0.003,,
538,0.001,,
539,0.001,,
540,0.001,,
541,0.003,,
542,0.003,,
543,0.003,,
544,0.004,,
545,0.004,,
546,0.003,,
547,0.003,,
548,0.002,,
549,0.002,,
550,0.002,,
551,0.003,,
552,0.003,,
553,0.003,,
554,0.002,,
555,0.002,,
556,0.002,,
557,0.003,,
558,0.003,,
559,0.003,,
560,0.003,,
561,0.002,,
562,0.003,,
563,0.002,,
564,0.002,,
565,0.003,,
566,0.004,,
567,0.004,,
568,0.002,,
569,0.002,,
570,0.003,,
571,0.002,,
572,0.003,,
573,0.002,,
574,0.001,,
575,0.001,,
576,0,,
577,0.001,,
578,0.001,,
579,0.002,,
580,0.002,,
581,0.002,,
582,0.003,,
583,0.002,,
584,0.002,,
585,0.001,,
586,0.001,,
587,0,,
588,0,,
589,0.001,,
590,0.002,,
591,0.003,,
592,0.002,,
593,0.001,,
594,0.001,,
595,0.003,,
596,0.003,,
597,0.002,,
598,0.001,,
599,0,,
600,0.001,,
601,0.002,,
602,0.004,,
603,0.004,,
604,0.002,,
605,0.001,,
606,0.001,,
607,0.002,,
608,0.002,,
609,0.002,,
610,0.002,,
611,0.003,,
612,0.002,,
613,0.002,,
614,0.002,,
615,0.004,,
616,0.004,,
617,0.001,,
618,0.001,,
619,0.001,,
620,0,,
621,0.003,,
622,0.004,,
623,0.004,,
624,0.002,,
625,0,,
626,0.002,,
627,0.002,,
628,0.002,,
629,0.002,,
630,0.003,,
631,0.003,,
632,0.003,,
633,0.004,,
634,0.003,,
635,0.001,,
636,0.001,,
637,0,,
638,0.001,,
639,0.001,,
640,0.003,,
641,0.003,,
642,0.002,,
643,0.001,,
644,0.001,,
645,0.002,,
646,0.003,,
647,0.003,,
648,0.003,,
649,0.003,,
650,0.004,,
651,0.003,,
652,0.002,,
653,0.001,,
654,0.001,,
655,0.002,,
656,0.005,,
657,0.004,,
658,0.002,,
659,0.001,,
660,0.003,,
661,0.004,,
662,0.004,,
663,0.002,,
664,0.001,,
665,0.001,,
666,0.003,,
667,0.002,,
668,0.003,,
669,0.003,,
670,0.003,,
