Wavelength (nm),Absorbance,Title,Time
220,0.306,bod13_12jun,6/13/2014 4:00:56 PM
221,0.384,,
222,0.405,,
223,0.416,,
224,0.429,,
225,0.435,,
226,0.437,,
227,0.436,,
228,0.437,,
229,0.44,,
230,0.434,,
231,0.426,,
232,0.413,,
233,0.406,,
234,0.397,,
235,0.388,,
236,0.381,,
237,0.375,,
238,0.373,,
239,0.368,,
240,0.362,,
241,0.359,,
242,0.356,,
243,0.354,,
244,0.35,,
245,0.345,,
246,0.342,,
247,0.338,,
248,0.335,,
249,0.33,,
250,0.323,,
251,0.321,,
252,0.319,,
253,0.318,,
254,0.314,,
255,0.309,,
256,0.307,,
257,0.305,,
258,0.305,,
259,0.304,,
260,0.301,,
261,0.299,,
262,0.295,,
263,0.293,,
264,0.29,,
265,0.288,,
266,0.287,,
267,0.285,,
268,0.283,,
269,0.28,,
270,0.278,,
271,0.276,,
272,0.273,,
273,0.27,,
274,0.268,,
275,0.266,,
276,0.264,,
277,0.261,,
278,0.258,,
279,0.255,,
280,0.252,,
281,0.25,,
282,0.247,,
283,0.246,,
284,0.242,,
285,0.238,,
286,0.234,,
287,0.231,,
288,0.228,,
289,0.226,,
290,0.224,,
291,0.221,,
292,0.217,,
293,0.213,,
294,0.211,,
295,0.209,,
296,0.207,,
297,0.204,,
298,0.201,,
299,0.199,,
300,0.195,,
301,0.192,,
302,0.188,,
303,0.186,,
304,0.184,,
305,0.183,,
306,0.182,,
307,0.179,,
308,0.176,,
309,0.174,,
310,0.172,,
311,0.17,,
312,0.167,,
313,0.165,,
314,0.162,,
315,0.161,,
316,0.159,,
317,0.157,,
318,0.155,,
319,0.153,,
320,0.151,,
321,0.148,,
322,0.147,,
323,0.145,,
324,0.144,,
325,0.143,,
326,0.141,,
327,0.139,,
328,0.136,,
329,0.135,,
330,0.133,,
331,0.131,,
332,0.13,,
333,0.127,,
334,0.126,,
335,0.123,,
336,0.122,,
337,0.12,,
338,0.118,,
339,0.117,,
340,0.116,,
341,0.115,,
342,0.114,,
343,0.112,,
344,0.111,,
345,0.109,,
346,0.108,,
347,0.106,,
348,0.104,,
349,0.104,,
350,0.104,,
351,0.103,,
352,0.101,,
353,0.1,,
354,0.097,,
355,0.096,,
356,0.094,,
357,0.094,,
358,0.093,,
359,0.092,,
360,0.091,,
361,0.09,,
362,0.09,,
363,0.087,,
364,0.085,,
365,0.083,,
366,0.082,,
367,0.081,,
368,0.081,,
369,0.08,,
370,0.08,,
371,0.079,,
372,0.077,,
373,0.076,,
374,0.075,,
375,0.075,,
376,0.074,,
377,0.072,,
378,0.071,,
379,0.07,,
380,0.069,,
381,0.069,,
382,0.068,,
383,0.067,,
384,0.065,,
385,0.065,,
386,0.064,,
387,0.064,,
388,0.063,,
389,0.062,,
390,0.061,,
391,0.061,,
392,0.06,,
393,0.061,,
394,0.061,,
395,0.059,,
396,0.056,,
397,0.054,,
398,0.053,,
399,0.053,,
400,0.052,,
401,0.051,,
402,0.052,,
403,0.053,,
404,0.053,,
405,0.052,,
406,0.051,,
407,0.051,,
408,0.05,,
409,0.05,,
410,0.048,,
411,0.048,,
412,0.047,,
413,0.047,,
414,0.046,,
415,0.045,,
416,0.044,,
417,0.044,,
418,0.043,,
419,0.042,,
420,0.041,,
421,0.04,,
422,0.04,,
423,0.039,,
424,0.038,,
425,0.037,,
426,0.036,,
427,0.036,,
428,0.037,,
429,0.037,,
430,0.037,,
431,0.037,,
432,0.036,,
433,0.036,,
434,0.035,,
435,0.035,,
436,0.035,,
437,0.035,,
438,0.034,,
439,0.034,,
440,0.034,,
441,0.033,,
442,0.032,,
443,0.032,,
444,0.032,,
445,0.032,,
446,0.031,,
447,0.03,,
448,0.03,,
449,0.03,,
450,0.03,,
451,0.029,,
452,0.03,,
453,0.03,,
454,0.029,,
455,0.029,,
456,0.029,,
457,0.029,,
458,0.029,,
459,0.029,,
460,0.028,,
461,0.028,,
462,0.027,,
463,0.028,,
464,0.028,,
465,0.028,,
466,0.028,,
467,0.028,,
468,0.028,,
469,0.028,,
470,0.026,,
471,0.026,,
472,0.025,,
473,0.026,,
474,0.026,,
475,0.026,,
476,0.026,,
477,0.024,,
478,0.024,,
479,0.024,,
480,0.023,,
481,0.022,,
482,0.021,,
483,0.022,,
484,0.023,,
485,0.023,,
486,0.022,,
487,0.022,,
488,0.022,,
489,0.021,,
490,0.021,,
491,0.021,,
492,0.021,,
493,0.02,,
494,0.02,,
495,0.021,,
496,0.021,,
497,0.02,,
498,0.02,,
499,0.021,,
500,0.021,,
501,0.021,,
502,0.021,,
503,0.021,,
504,0.02,,
505,0.02,,
506,0.019,,
507,0.019,,
508,0.02,,
509,0.021,,
510,0.021,,
511,0.019,,
512,0.018,,
513,0.018,,
514,0.019,,
515,0.019,,
516,0.018,,
517,0.018,,
518,0.017,,
519,0.017,,
520,0.015,,
521,0.016,,
522,0.017,,
523,0.017,,
524,0.017,,
525,0.015,,
526,0.015,,
527,0.014,,
528,0.014,,
529,0.014,,
530,0.015,,
531,0.015,,
532,0.015,,
533,0.014,,
534,0.014,,
535,0.015,,
536,0.014,,
537,0.014,,
538,0.014,,
539,0.014,,
540,0.013,,
541,0.013,,
542,0.013,,
543,0.013,,
544,0.014,,
545,0.014,,
546,0.012,,
547,0.01,,
548,0.009,,
549,0.011,,
550,0.012,,
551,0.013,,
552,0.013,,
553,0.011,,
554,0.01,,
555,0.011,,
556,0.011,,
557,0.012,,
558,0.012,,
559,0.011,,
560,0.01,,
561,0.011,,
562,0.011,,
563,0.011,,
564,0.011,,
565,0.011,,
566,0.01,,
567,0.01,,
568,0.01,,
569,0.01,,
570,0.009,,
571,0.009,,
572,0.009,,
573,0.009,,
574,0.009,,
575,0.009,,
576,0.009,,
577,0.01,,
578,0.009,,
579,0.01,,
580,0.01,,
581,0.01,,
582,0.009,,
583,0.009,,
584,0.009,,
585,0.008,,
586,0.007,,
587,0.007,,
588,0.008,,
589,0.008,,
590,0.008,,
591,0.008,,
592,0.008,,
593,0.009,,
594,0.008,,
595,0.008,,
596,0.007,,
597,0.007,,
598,0.008,,
599,0.008,,
600,0.008,,
601,0.007,,
602,0.007,,
603,0.006,,
604,0.005,,
605,0.005,,
606,0.007,,
607,0.008,,
608,0.008,,
609,0.007,,
