Wavelength (nm),Absorbance,Title,Time
190,-0.226,rep_waterO_24jun2014,6/25/2014 3:40:09 PM
191,-0.049,,
192,0.006,,
193,-0.293,,
194,-0.32,,
195,-0.247,,
196,-0.006,,
197,-0.128,,
198,-0.409,,
199,-0.232,,
200,-0.278,,
201,0.017,,
202,0.134,,
203,0.229,,
204,-0.085,,
205,-0.521,,
206,-0.445,,
207,-0.391,,
208,-0.311,,
209,-0.237,,
210,0.106,,
211,0.313,,
212,0.275,,
213,0.036,,
214,-0.09,,
215,0.126,,
216,0.231,,
217,0.246,,
218,0.23,,
219,0.128,,
220,0.151,,
221,0.163,,
222,0.179,,
223,0.189,,
224,0.199,,
225,0.21,,
226,0.201,,
227,0.198,,
228,0.197,,
229,0.194,,
230,0.188,,
231,0.178,,
232,0.17,,
233,0.166,,
234,0.163,,
235,0.159,,
236,0.153,,
237,0.149,,
238,0.144,,
239,0.139,,
240,0.135,,
241,0.135,,
242,0.134,,
243,0.13,,
244,0.127,,
245,0.125,,
246,0.126,,
247,0.126,,
248,0.123,,
249,0.12,,
250,0.116,,
251,0.115,,
252,0.115,,
253,0.113,,
254,0.112,,
255,0.111,,
256,0.111,,
257,0.11,,
258,0.109,,
259,0.11,,
260,0.108,,
261,0.107,,
262,0.104,,
263,0.102,,
264,0.102,,
265,0.1,,
266,0.1,,
267,0.098,,
268,0.096,,
269,0.095,,
270,0.094,,
271,0.094,,
272,0.092,,
273,0.091,,
274,0.09,,
275,0.088,,
276,0.087,,
277,0.087,,
278,0.084,,
279,0.083,,
280,0.081,,
281,0.08,,
282,0.079,,
283,0.076,,
284,0.075,,
285,0.073,,
286,0.072,,
287,0.072,,
288,0.071,,
289,0.07,,
290,0.068,,
291,0.067,,
292,0.065,,
293,0.064,,
294,0.064,,
295,0.064,,
296,0.064,,
297,0.062,,
298,0.06,,
299,0.058,,
300,0.057,,
301,0.055,,
302,0.054,,
303,0.053,,
304,0.053,,
305,0.052,,
306,0.051,,
307,0.05,,
308,0.05,,
309,0.049,,
310,0.048,,
311,0.047,,
312,0.047,,
313,0.048,,
314,0.046,,
315,0.045,,
316,0.044,,
317,0.043,,
318,0.043,,
319,0.042,,
320,0.043,,
321,0.041,,
322,0.04,,
323,0.039,,
324,0.039,,
325,0.038,,
326,0.037,,
327,0.036,,
328,0.035,,
329,0.035,,
330,0.035,,
331,0.034,,
332,0.033,,
333,0.032,,
334,0.032,,
335,0.032,,
336,0.032,,
337,0.031,,
338,0.031,,
339,0.029,,
340,0.029,,
341,0.028,,
342,0.028,,
343,0.029,,
344,0.028,,
345,0.028,,
346,0.027,,
347,0.026,,
348,0.025,,
349,0.025,,
350,0.025,,
351,0.025,,
352,0.024,,
353,0.023,,
354,0.023,,
355,0.022,,
356,0.022,,
357,0.022,,
358,0.022,,
359,0.023,,
360,0.021,,
361,0.02,,
362,0.02,,
363,0.02,,
364,0.02,,
365,0.019,,
366,0.018,,
367,0.018,,
368,0.018,,
369,0.018,,
370,0.018,,
371,0.017,,
372,0.016,,
373,0.015,,
374,0.015,,
